accession	accession_version	strain	date	region	country	division	location	length	host	host_genus	host_type	is_lab_host	date_released	date_updated	sra_accessions	authors	full_authors	institution	url	coverage	cdsCoverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	p48_coverage	NTPase_coverage	p22_coverage	VPg_coverage	3CLpro_coverage	RdRp_coverage	VP1_coverage	VP2_coverage	ORF2_type	ORF1_type	VP1_nextclade	VP1_group	VP1_type	VP1_variant	RdRp_nextclade	RdRp_group	RdRp_type	RdRp_variant
OM373200	OM373200.1	FS203	2018-11-XX	Asia	China			7526	Homo sapiens	Homo	human		2022-01-30	2022-01-30		Wang et al.	Wang,J.	China national center for food safety risk assessment, microbiology lab	https://www.ncbi.nlm.nih.gov/nuccore/OM373200	0.9947138892559799	3CLpro:1,NTPase:1,ORF1:0.9923529411764705,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9717514124293786,p48:0.9759036144578314	0	1256	0						ORF1:857-860,p22:159-162	0.976	1.0	0.972	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
OM373643	OM373643.1	FS303	2018-12-XX	Asia	China			7496	Homo sapiens	Homo	human		2022-01-30	2022-01-30		Wang et al.	Wang,J.	China national center for food safety risk assessment, microbiology lab	https://www.ncbi.nlm.nih.gov/nuccore/OM373643	0.9906171534293643	3CLpro:1,NTPase:1,ORF1:0.9923529411764705,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9717514124293786,p48:0.9759036144578314	0	1243	0						ORF1:857-860,p22:159-162	0.976	1.0	0.972	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
OM991740	OM991740.1	Tacheng region of Xinjiang	2020-07-15	Asia	China	Xinjiang		7242	Bos taurus	Bos	cow		2022-10-10	2022-10-10		Ma et al.	Ma,X.L.,Ma,Z.G.	Xinjiang Agricultural University, College of Veterinary Medicine	https://www.ncbi.nlm.nih.gov/nuccore/OM991740	0.968679793841681	3CLpro:1,NTPase:1,ORF1:0.9376470588235294,RdRp:1,VP1:0.9519408502772643,VP2:0.31226765799256506,VPg:0.9398496240601504,p22:0.8700564971751412,p48:0.822289156626506	0	3274	1						ORF1:88-124,ORF1:831-853,ORF1:977-980,p48:88-124,p22:133-155,VPg:102-105,VP1:328-334,VP1:356-366,VP1:410-416,VP2:131-179,VP2:185-269	0.822	1.0	0.87	0.94	1.0	1.0	0.952	0.312			GIII.2	GIII	GIII.2		GIII.P2	GIII.P	GIII.P2	
OP205536	OP205536.1	RIVM-NOV-2015-0346_R02-12	2015-11-27	Europe	Netherlands			7490	Homo sapiens	Homo	human		2023-06-21	2023-06-21		Schmitz et al.	Schmitz,D.,Zwagemaker,F.,van der Veer,B.,Vennema,H.,Bosch,T.,Laros,J.F.,Koopmans,M.P.,de Graaf,M.,Kroneman,A.	Rijksinstituut voor Volksgezondheid en Milieu, Center for Infectious Diseases	https://www.ncbi.nlm.nih.gov/nuccore/OP205536	0.9922029866525703	3CLpro:1,NTPase:1,ORF1:0.9929411764705882,RdRp:1,VP1:1,VP2:0.9591078066914498,VPg:1,p22:0.9378531073446328,p48:0.9969879518072289	0	2007	0						ORF1:852-860,p22:154-162,VP2:165-173	0.997	1.0	0.938	1.0	1.0	1.0	1.0	0.959			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
OP205577	OP205577.1	RIVM-NOV-2018-0419_R04-08	2018-10-31	Europe	Netherlands			7495	Homo sapiens	Homo	human		2023-06-21	2023-06-21		Schmitz et al.	Schmitz,D.,Zwagemaker,F.,van der Veer,B.,Vennema,H.,Bosch,T.,Laros,J.F.,Koopmans,M.P.,de Graaf,M.,Kroneman,A.	Rijksinstituut voor Volksgezondheid en Milieu, Center for Infectious Diseases	https://www.ncbi.nlm.nih.gov/nuccore/OP205577	0.9928637504955728	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.9405204460966543,VPg:1,p22:1,p48:1	0	1966	0						VP2:167-182	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.941			GII.3	GII	GII.3		GII.P21	GII.P	GII.P21	
OP609646	OP609646.1	Hu/US/2011/GII.10[P16]/Bangladesh5145	2011-09-22	Asia	Bangladesh			7543	Homo sapiens	Homo	human		2022-10-16	2022-10-16		Montmayeur et al.	Montmayeur,A.M.,Rahman,M.,Hossain,E.,Xu,R.,Vinje,J.,Chhabra,P.	Centers for Disease Control and Prevention, Viral Gastroenteritis Branch	https://www.ncbi.nlm.nih.gov/nuccore/OP609646	0.999735694462799	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9907578558225508,VP2:1,VPg:1,p22:1,p48:1	0	1436	0						VP1:293-297	1.0	1.0	1.0	1.0	1.0	1.0	0.991	1.0			GII.10	GII	GII.10		GII.P16	GII.P	GII.P16	
OP686903	OP686903.1	Hu/US/2020/GII.10[P16]/CA-RGDS-1152	2020-11-XX	North America	USA	Washington		7548	Homo sapiens	Homo	human		2022-10-25	2022-10-25		Pan et al.	Pan,C.-Y.,Hatada,A.,Morales,C.,Meek,R.T.,De Leon,J.G.,Montmayeur,A.M.,Chhabra,P.,Vinje,J.	California Department of Public Health, Viral and Rickettsial Disease Laboratory	https://www.ncbi.nlm.nih.gov/nuccore/OP686903	1	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9907578558225508,VP2:1,VPg:1,p22:1,p48:1	0	1013	0						VP1:293-297	1.0	1.0	1.0	1.0	1.0	1.0	0.991	1.0			GII.10	GII	GII.10		GII.P16	GII.P	GII.P16	
MW261788	MW261788.1	DS414	1990-XX-XX	Asia	Saudi Arabia			7513	Homo sapiens	Homo	human		2021-07-06	2022-04-13		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW261788	0.9888991674375578	3CLpro:1,NTPase:1,ORF1:0.9894117647058823,RdRp:1,VP1:0.977818853974122,VP2:0.516728624535316,VPg:1,p22:0.9096045197740112,p48:0.9939759036144579	0	2607	0						ORF1:838-847,ORF1:861-866,p22:140-149,p22:163-168,VP1:297-305,VP2:78-87,VP2:110-130,VP2:204-257	0.994	1.0	0.91	1.0	1.0	1.0	0.978	0.517			GIX.1	GIX	GIX.1		GII.P15	GII.P	GII.P15	
MW261789	MW261789.1	DS413	1990-XX-XX	Asia	Saudi Arabia			7513	Homo sapiens	Homo	human		2021-07-06	2022-04-13		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW261789	0.9888991674375578	3CLpro:1,NTPase:1,ORF1:0.9894117647058823,RdRp:1,VP1:0.977818853974122,VP2:0.516728624535316,VPg:1,p22:0.9096045197740112,p48:0.9939759036144579	0	2608	0						ORF1:838-847,ORF1:861-866,p22:140-149,p22:163-168,VP1:297-305,VP2:78-87,VP2:110-130,VP2:204-257	0.994	1.0	0.91	1.0	1.0	1.0	0.978	0.517			GIX.1	GIX	GIX.1		GII.P15	GII.P	GII.P15	
MW261797	MW261797.1	DS379	1990-XX-XX	Asia	Saudi Arabia			7515	Homo sapiens	Homo	human		2021-07-06	2022-04-13		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW261797	0.9886348619003568	3CLpro:1,NTPase:1,ORF1:0.9894117647058823,RdRp:1,VP1:0.977818853974122,VP2:0.5055762081784386,VPg:1,p22:0.9096045197740112,p48:0.9939759036144579	0	2613	0						ORF1:838-847,ORF1:861-866,p22:140-149,p22:163-168,VP1:297-305,VP2:78-87,VP2:110-130,VP2:204-269	0.994	1.0	0.91	1.0	1.0	1.0	0.978	0.506			GIX.1	GIX	GIX.1		GII.P15	GII.P	GII.P15	
MW261798	MW261798.1	DS359	1990-XX-XX	Asia	Saudi Arabia			7504	Homo sapiens	Homo	human		2021-07-06	2022-04-13		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW261798	0.995242500330382	3CLpro:1,NTPase:1,ORF1:0.9752941176470589,RdRp:1,VP1:0.977818853974122,VP2:0.9107806691449815,VPg:1,p22:0.864406779661017,p48:0.9457831325301205	0	2490	0						ORF1:25-29,ORF1:830-847,ORF1:861-866,p48:25-29,p22:132-149,p22:163-168,VP1:297-305,VP2:132-154	0.946	1.0	0.864	1.0	1.0	1.0	0.978	0.911			GIX.1	GIX	GIX.1		GII.P15	GII.P	GII.P15	
MW261799	MW261799.1	DS357	1990-XX-XX	Asia	Saudi Arabia			7506	Homo sapiens	Homo	human		2021-07-06	2022-04-13		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW261799	0.995242500330382	3CLpro:1,NTPase:1,ORF1:0.9752941176470589,RdRp:1,VP1:0.977818853974122,VP2:0.9107806691449815,VPg:1,p22:0.864406779661017,p48:0.9457831325301205	0	2490	0						ORF1:25-29,ORF1:830-847,ORF1:861-866,p48:25-29,p22:132-149,p22:163-168,VP1:297-305,VP2:132-154	0.946	1.0	0.864	1.0	1.0	1.0	0.978	0.911			GIX.1	GIX	GIX.1		GII.P15	GII.P	GII.P15	
MW261800	MW261800.1	DS335	1990-XX-XX	Asia	Saudi Arabia			7515	Homo sapiens	Homo	human		2021-07-06	2022-04-13		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW261800	0.9886348619003568	3CLpro:1,NTPase:1,ORF1:0.9894117647058823,RdRp:1,VP1:0.977818853974122,VP2:0.5055762081784386,VPg:1,p22:0.9096045197740112,p48:0.9939759036144579	0	2612	0						ORF1:838-847,ORF1:861-866,p22:140-149,p22:163-168,VP1:297-305,VP2:78-87,VP2:110-130,VP2:204-269	0.994	1.0	0.91	1.0	1.0	1.0	0.978	0.506			GIX.1	GIX	GIX.1		GII.P15	GII.P	GII.P15	
MW305489	MW305489.1	9-2	1988-01-18	North America	USA			7709	Homo sapiens	Homo	human		2021-07-06	2022-04-13		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305489	0.9871811814457513	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.9741176470588235,RdRp:1,VP1:0.9353049907578558,VP2:0.6914498141263941,VPg:1,p22:0.8813559322033898,p48:0.9487951807228916	0	3302	0						ORF1:51-59,ORF1:241-248,ORF1:397-402,ORF1:780-786,ORF1:837-844,p48:51-59,p48:241-248,NTPase:65-70,p22:82-88,p22:139-146,VP1:9-14,VP1:328-356,VP2:135-148,VP2:234-269	0.949	0.984	0.881	1.0	1.0	1.0	0.935	0.691			GI.3	GI	GI.3		GI.P3	GI.P	GI.P3	
MW305490	MW305490.1	9-5	1988-01-18	North America	USA			7709	Homo sapiens	Homo	human		2021-07-06	2022-04-13		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305490	0.9871811814457513	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.9741176470588235,RdRp:1,VP1:0.9353049907578558,VP2:0.6914498141263941,VPg:1,p22:0.8813559322033898,p48:0.9487951807228916	0	3301	0						ORF1:51-59,ORF1:241-248,ORF1:397-402,ORF1:780-786,ORF1:837-844,p48:51-59,p48:241-248,NTPase:65-70,p22:82-88,p22:139-146,VP1:9-14,VP1:328-356,VP2:135-148,VP2:234-269	0.949	0.984	0.881	1.0	1.0	1.0	0.935	0.691			GI.3	GI	GI.3		GI.P3	GI.P	GI.P3	
MW305491	MW305491.1	B8	1977-08-09	Africa	Central African Republic			7695	Homo sapiens	Homo	human		2021-07-06	2022-04-13		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305491	0.998942777851196	3CLpro:1,NTPase:0.9808743169398907,ORF1:0.017058823529411765,RdRp:0.9784313725490196,VP1:0.9815157116451017,VP2:0.8921933085501859,VPg:1,p22:0.6101694915254238,p48:0.1716867469879518	0	3244	0						ORF1:21-36,ORF1:72-100,ORF1:112-393,ORF1:404-785,ORF1:794-1700,p48:21-36,p48:72-100,p48:112-332,NTPase:65-71,p22:90-111,p22:130-158,RdRp:4-13,VP1:9-14,VP1:499-502,VP2:140-160,VP2:192-199	0.172	0.981	0.61	1.0	1.0	0.978	0.982	0.892			GI.3	GI	GI.3		GI.P13	GI.P	GI.P13	
MW305492	MW305492.1	C9	1978-01-17	South America	French Guiana	French Guiana		7659	Homo sapiens	Homo	human		2021-07-06	2022-04-13		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305492	0.9756838905775076	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.010588235294117647,RdRp:0.984313725490196,VP1:0.933456561922366,VP2:0.6951672862453532,VPg:1,p22:0.8361581920903954,p48:0.045180722891566265	0	3233	0						ORF1:20-845,ORF1:857-1194,ORF1:1202-1700,p48:20-332,NTPase:65-70,p22:79-94,p22:148-158,RdRp:6-12,VP1:9-14,VP1:343-355,VP1:383-395,VP1:499-502,VP2:132-159	0.045	0.984	0.836	1.0	1.0	0.984	0.933	0.695			GI.3	GI	GI.3		GI.P13	GI.P	GI.P13	
MW305493	MW305493.1	C91	1978-03-14	South America	French Guiana	French Guiana		7659	Homo sapiens	Homo	human		2021-07-06	2022-04-13		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305493	0.9756838905775076	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.010588235294117647,RdRp:0.984313725490196,VP1:0.933456561922366,VP2:0.6951672862453532,VPg:1,p22:0.8361581920903954,p48:0.045180722891566265	0	3230	0						ORF1:20-845,ORF1:857-1194,ORF1:1202-1700,p48:20-332,NTPase:65-70,p22:79-94,p22:148-158,RdRp:6-12,VP1:9-14,VP1:343-355,VP1:383-395,VP1:499-502,VP2:132-159	0.045	0.984	0.836	1.0	1.0	0.984	0.933	0.695			GI.3	GI	GI.3		GI.P13	GI.P	GI.P13	
MW305507	MW305507.1	DS395	1990-XX-XX	Asia	Saudi Arabia			7692	Homo sapiens	Homo	human		2021-07-06	2022-04-13		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305507	0.9892956257433593	3CLpro:1,NTPase:0.9808743169398907,ORF1:0.04470588235294118,RdRp:1,VP1:0.9020332717190388,VP2:0.6988847583643123,VPg:1,p22:0.672316384180791,p48:0.11746987951807229	0	3254	0						ORF1:5-37,ORF1:73-240,ORF1:250-393,ORF1:404-774,ORF1:802-836,ORF1:844-853,ORF1:860-1700,p48:5-37,p48:73-240,p48:250-332,NTPase:65-71,p22:79-103,p22:139-150,p22:156-161,p22:167-173,VP1:9-14,VP1:338-354,VP1:376-396,VP1:505-511,VP2:198-217,VP2:242-269	0.117	0.981	0.672	1.0	1.0	1.0	0.902	0.699			GI.3	GI	GI.3		GI.P10	GI.P	GI.P10	
MW305508	MW305508.1	DS386	1990-XX-XX	Asia	Saudi Arabia			7612	Homo sapiens	Homo	human		2021-07-06	2022-04-13		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305508	0.9904850006607638	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.028823529411764706,RdRp:1,VP1:0.9038817005545287,VP2:0.8921933085501859,VPg:1,p22:0.8022598870056498,p48:0.08132530120481928	0	3269	0						ORF1:12-41,ORF1:48-61,ORF1:72-99,ORF1:113-393,ORF1:404-835,ORF1:855-1700,p48:12-41,p48:48-61,p48:72-99,p48:113-332,NTPase:65-70,p22:138-156,VP1:296-310,VP1:332-355,VP1:437-449,VP2:139-148,VP2:186-191	0.081	0.984	0.802	1.0	1.0	1.0	0.904	0.892							GI.P7	GI.P	GI.P7	
MW305509	MW305509.1	9-4	1988-01-18	North America	USA			7709	Homo sapiens	Homo	human		2021-07-06	2022-04-13		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305509	0.9871811814457513	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.9741176470588235,RdRp:1,VP1:0.9353049907578558,VP2:0.6914498141263941,VPg:1,p22:0.8813559322033898,p48:0.9487951807228916	0	3302	0						ORF1:51-59,ORF1:241-248,ORF1:397-402,ORF1:780-786,ORF1:837-844,p48:51-59,p48:241-248,NTPase:65-70,p22:82-88,p22:139-146,VP1:9-14,VP1:328-356,VP2:135-148,VP2:234-269	0.949	0.984	0.881	1.0	1.0	1.0	0.935	0.691			GI.3	GI	GI.3		GI.P3	GI.P	GI.P3	
MW305510	MW305510.1	9-9	1988-01-18	North America	USA			7709	Homo sapiens	Homo	human		2021-07-06	2022-04-13		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305510	0.9871811814457513	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.9741176470588235,RdRp:1,VP1:0.9353049907578558,VP2:0.6914498141263941,VPg:1,p22:0.8813559322033898,p48:0.9487951807228916	0	3302	0						ORF1:51-59,ORF1:241-248,ORF1:397-402,ORF1:780-786,ORF1:837-844,p48:51-59,p48:241-248,NTPase:65-70,p22:82-88,p22:139-146,VP1:9-14,VP1:328-356,VP2:135-148,VP2:234-269	0.949	0.984	0.881	1.0	1.0	1.0	0.935	0.691			GI.3	GI	GI.3		GI.P3	GI.P	GI.P3	
MW305511	MW305511.1	PNV001501	2007-10-05	South America	Peru			7528	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305511	0.9968283335535879	3CLpro:1,NTPase:1,ORF1:0.9794117647058823,RdRp:1,VP1:0.9833641404805915,VP2:0.9553903345724907,VPg:1,p22:0.9548022598870056,p48:0.9186746987951807	0	2432	0						ORF1:46-67,ORF1:858-865,p48:46-67,p22:160-167,VP1:337-341,VP2:134-145	0.919	1.0	0.955	1.0	1.0	1.0	0.983	0.955			GII.6	GII	GII.6		GII.P7	GII.P	GII.P7	
MW305514	MW305514.1	PNV008798	2008-07-30	South America	Peru			7459	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305514	0.9961675697105854	3CLpro:1,NTPase:1,ORF1:0.9858823529411764,RdRp:1,VP1:1,VP2:0.9739776951672863,VPg:1,p22:1,p48:0.927710843373494	0	2473	0						ORF1:48-67,p48:48-67,VP2:168-174	0.928	1.0	1.0	1.0	1.0	1.0	1.0	0.974			GII.9	GII	GII.9		GII.P7	GII.P	GII.P7	
MW305523	MW305523.1	PNV002309	2008-10-12	South America	Peru			7528	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305523	0.9968283335535879	3CLpro:1,NTPase:1,ORF1:0.9794117647058823,RdRp:1,VP1:0.9796672828096118,VP2:0.9553903345724907,VPg:1,p22:0.9548022598870056,p48:0.9186746987951807	0	2426	0						ORF1:46-67,ORF1:858-865,p48:46-67,p22:160-167,VP1:337-341,VP1:392-393,VP2:134-145	0.919	1.0	0.955	1.0	1.0	1.0	0.98	0.955			GII.6	GII	GII.6		GII.P7	GII.P	GII.P7	
MW305545	MW305545.1	PNV007123	2008-06-01	South America	Peru			7518	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305545	0.9935245143385754	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9668674698795181	0	1381	0							0.967	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	Osaka_2007	GII.P4	GII.P	GII.P4	US95-96
